,year,month,site,block,plot,total,deoc,ipac,deva,other,log_total,station,mean_maxF,mean_minF,precip_in,precip_mm,cum_mammal,shan_mammal,rich_mammal,liz_estimates,mam_estimates,mean_maxC,mean_minC,tempdifF,tempdifC,elevation,rain_year,plotidname,plotID
1137,2019,February,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,48,1.1649914,3,#N/A,29,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Open.1,3
1138,2019,February,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,62,1.3021472,4,#N/A,216,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Partial.1,6
1139,2019,February,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,72,1.1596465,4,#N/A,63,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Total.1,9
1140,2019,February,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,48,1.1649914,3,#N/A,2,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Open.2,12
1141,2019,February,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,62,1.3021472,4,#N/A,16,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Partial.2,15
1142,2019,February,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,72,1.1596465,4,#N/A,8,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Total.2,18
1143,2019,February,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,48,1.1649914,3,#N/A,13,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Open.3,21
1144,2019,February,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Partial.3,24
1145,2019,February,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,72,1.1596465,4,#N/A,18,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Total.3,27
1146,2019,January,Arid,2,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,61,6,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Open.2,10
1147,2019,January,Arid,2,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,73,46,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Partial.2,13
1148,2019,January,Arid,2,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,61,41,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Total.2,16
1149,2019,January,Arid,1,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,52,2,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Open.1,1
1150,2019,January,Arid,1,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,74,16,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Partial.1,4
1151,2019,January,Arid,1,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,68,16,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Total.1,7
1152,2019,January,Arid,3,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,83,3,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Open.3,19
1153,2019,January,Arid,3,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,70,#N/A,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Partial.3,22
1154,2019,January,Arid,3,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,89,16,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Total.3,25
1155,2019,January,Intermediate,3,Open,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,8,0.5895476,2,208,#N/A,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Open.3,20
1156,2019,January,Intermediate,3,Partial,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,12,0.748017,2,163,#N/A,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Partial.3,23
1157,2019,January,Intermediate,3,Total,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,23,0.687067,2,177,2,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Total.3,26
1158,2019,January,Intermediate,2,Open,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,8,0.5895476,2,85,6,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Open.2,11
1159,2019,January,Intermediate,2,Total,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,23,0.687067,2,85,#N/A,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Total.2,17
1160,2019,January,Intermediate,2,Partial,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,12,0.748017,2,48,2,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Partial.2,14
1161,2019,January,Intermediate,1,Total,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,23,0.687067,2,138,32,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Total.1,8
1162,2019,January,Intermediate,1,Open,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,8,0.5895476,2,130,#N/A,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Open.1,2
1163,2019,January,Intermediate,1,Partial,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,12,0.748017,2,134,8,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Partial.1,5
1164,2019,January,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,51.1,26.2,#N/A,#N/A,72,1.1596465,4,#N/A,63,10.61111111,-3.222222222,24.9,13.83333333,1493.5,2018/2019,Mesic.Total.1,9
1165,2019,January,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,51.1,26.2,#N/A,#N/A,62,1.3021472,4,#N/A,216,10.61111111,-3.222222222,24.9,13.83333333,1493.5,2018/2019,Mesic.Partial.1,6
1166,2019,January,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,51.1,26.2,#N/A,#N/A,48,1.1649914,3,#N/A,29,10.61111111,-3.222222222,24.9,13.83333333,1493.5,2018/2019,Mesic.Open.1,3
1167,2019,January,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,51.1,26.2,#N/A,#N/A,72,1.1596465,4,#N/A,8,10.61111111,-3.222222222,24.9,13.83333333,1493.5,2018/2019,Mesic.Total.2,18
1168,2019,January,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,51.1,26.2,#N/A,#N/A,62,1.3021472,4,#N/A,16,10.61111111,-3.222222222,24.9,13.83333333,1493.5,2018/2019,Mesic.Partial.2,15
1169,2019,January,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,51.1,26.2,#N/A,#N/A,48,1.1649914,3,#N/A,2,10.61111111,-3.222222222,24.9,13.83333333,1493.5,2018/2019,Mesic.Open.2,12
1170,2019,January,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,51.1,26.2,#N/A,#N/A,72,1.1596465,4,#N/A,18,10.61111111,-3.222222222,24.9,13.83333333,1493.5,2018/2019,Mesic.Total.3,27
1171,2019,January,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,51.1,26.2,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,10.61111111,-3.222222222,24.9,13.83333333,1493.5,2018/2019,Mesic.Partial.3,24
1172,2019,January,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,51.1,26.2,#N/A,#N/A,48,1.1649914,3,#N/A,13,10.61111111,-3.222222222,24.9,13.83333333,1493.5,2018/2019,Mesic.Open.3,21
1173,2019,July,Arid,1,Open,0,0,0,0,0,0,Lebec,85.9,59.4,0,0,13,0.5895476,2,52,2,29.94444444,15.22222222,26.5,14.72222222,1089.7,2018/2019,Arid.Open.1,1
1174,2019,July,Arid,1,Partial,0,0,0,0,0,0,Lebec,85.9,59.4,0,0,42,1.0016857,4,74,16,29.94444444,15.22222222,26.5,14.72222222,1089.7,2018/2019,Arid.Partial.1,4
1175,2019,July,Arid,1,Total,0,0,0,0,0,0,Lebec,85.9,59.4,0,0,34,1.2446206,4,68,16,29.94444444,15.22222222,26.5,14.72222222,1089.7,2018/2019,Arid.Total.1,7
1176,2019,July,Arid,2,Open,1,1,0,0,0,0.693147181,Lebec,85.9,59.4,0,0,13,0.5895476,2,61,6,29.94444444,15.22222222,26.5,14.72222222,1089.7,2018/2019,Arid.Open.2,10
1177,2019,July,Arid,2,Partial,0,0,0,0,0,0,Lebec,85.9,59.4,0,0,42,1.0016857,4,73,46,29.94444444,15.22222222,26.5,14.72222222,1089.7,2018/2019,Arid.Partial.2,13
1178,2019,July,Arid,2,Total,0,0,0,0,0,0,Lebec,85.9,59.4,0,0,34,1.2446206,4,61,41,29.94444444,15.22222222,26.5,14.72222222,1089.7,2018/2019,Arid.Total.2,16
1179,2019,July,Arid,3,Open,0,0,0,0,0,0,Lebec,85.9,59.4,0,0,13,0.5895476,2,83,3,29.94444444,15.22222222,26.5,14.72222222,1089.7,2018/2019,Arid.Open.3,19
1180,2019,July,Arid,3,Partial,0,0,0,0,0,0,Lebec,85.9,59.4,0,0,42,1.0016857,4,70,#N/A,29.94444444,15.22222222,26.5,14.72222222,1089.7,2018/2019,Arid.Partial.3,22
1181,2019,July,Arid,3,Total,0,0,0,0,0,0,Lebec,85.9,59.4,0,0,34,1.2446206,4,89,16,29.94444444,15.22222222,26.5,14.72222222,1089.7,2018/2019,Arid.Total.3,25
1182,2019,July,Intermediate,1,Total,0,0,0,0,0,0,Loraine,86.9,56,0,0,23,0.687067,2,138,32,30.5,13.33333333,30.9,17.16666667,1290.8,2018/2019,Intermediate.Total.1,8
1183,2019,July,Intermediate,2,Open,0,0,0,0,0,0,Loraine,86.9,56,0,0,8,0.5895476,2,85,6,30.5,13.33333333,30.9,17.16666667,1290.8,2018/2019,Intermediate.Open.2,11
1184,2019,July,Intermediate,2,Partial,0,0,0,0,0,0,Loraine,86.9,56,0,0,12,0.748017,2,48,2,30.5,13.33333333,30.9,17.16666667,1290.8,2018/2019,Intermediate.Partial.2,14
1185,2019,July,Intermediate,2,Total,0,0,0,0,0,0,Loraine,86.9,56,0,0,23,0.687067,2,85,#N/A,30.5,13.33333333,30.9,17.16666667,1290.8,2018/2019,Intermediate.Total.2,17
1186,2019,July,Intermediate,3,Open,0,0,0,0,0,0,Loraine,86.9,56,0,0,8,0.5895476,2,208,#N/A,30.5,13.33333333,30.9,17.16666667,1290.8,2018/2019,Intermediate.Open.3,20
1187,2019,July,Intermediate,3,Partial,0,0,0,0,0,0,Loraine,86.9,56,0,0,12,0.748017,2,163,#N/A,30.5,13.33333333,30.9,17.16666667,1290.8,2018/2019,Intermediate.Partial.3,23
1188,2019,July,Intermediate,3,Total,0,0,0,0,0,0,Loraine,86.9,56,0,0,23,0.687067,2,177,2,30.5,13.33333333,30.9,17.16666667,1290.8,2018/2019,Intermediate.Total.3,26
1189,2019,July,Intermediate,1,Open,0,0,0,0,0,0,Loraine,86.9,56,0,0,8,0.5895476,2,130,#N/A,30.5,13.33333333,30.9,17.16666667,1290.8,2018/2019,Intermediate.Open.1,2
1190,2019,July,Intermediate,1,Partial,0,0,0,0,0,0,Loraine,86.9,56,0,0,12,0.748017,2,134,8,30.5,13.33333333,30.9,17.16666667,1290.8,2018/2019,Intermediate.Partial.1,5
1191,2019,July,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,86,44,#N/A,#N/A,48,1.1649914,3,#N/A,29,30,6.666666667,42,23.33333333,1493.5,2018/2019,Mesic.Open.1,3
1192,2019,July,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,86,44,#N/A,#N/A,62,1.3021472,4,#N/A,216,30,6.666666667,42,23.33333333,1493.5,2018/2019,Mesic.Partial.1,6
1193,2019,July,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,86,44,#N/A,#N/A,72,1.1596465,4,#N/A,63,30,6.666666667,42,23.33333333,1493.5,2018/2019,Mesic.Total.1,9
1194,2019,July,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,86,44,#N/A,#N/A,48,1.1649914,3,#N/A,2,30,6.666666667,42,23.33333333,1493.5,2018/2019,Mesic.Open.2,12
1195,2019,July,Mesic,2,Partial,1,1,0,0,0,0.693147181,Chuchupate,86,44,#N/A,#N/A,62,1.3021472,4,#N/A,16,30,6.666666667,42,23.33333333,1493.5,2018/2019,Mesic.Partial.2,15
1196,2019,July,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,86,44,#N/A,#N/A,72,1.1596465,4,#N/A,8,30,6.666666667,42,23.33333333,1493.5,2018/2019,Mesic.Total.2,18
1197,2019,July,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,86,44,#N/A,#N/A,48,1.1649914,3,#N/A,13,30,6.666666667,42,23.33333333,1493.5,2018/2019,Mesic.Open.3,21
1198,2019,July,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,86,44,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,30,6.666666667,42,23.33333333,1493.5,2018/2019,Mesic.Partial.3,24
1199,2019,July,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,86,44,#N/A,#N/A,72,1.1596465,4,#N/A,18,30,6.666666667,42,23.33333333,1493.5,2018/2019,Mesic.Total.3,27
1200,2019,June,Arid,1,Partial,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Lebec,83.9,60.2,#N/A,#N/A,42,1.0016857,4,74,16,28.83333333,15.66666667,23.7,13.16666667,1089.7,2018/2019,Arid.Partial.1,4
1201,2019,June,Arid,1,Total,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Lebec,83.9,60.2,#N/A,#N/A,34,1.2446206,4,68,16,28.83333333,15.66666667,23.7,13.16666667,1089.7,2018/2019,Arid.Total.1,7
1202,2019,June,Arid,2,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Lebec,83.9,60.2,#N/A,#N/A,13,0.5895476,2,61,6,28.83333333,15.66666667,23.7,13.16666667,1089.7,2018/2019,Arid.Open.2,10
1203,2019,June,Arid,2,Partial,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Lebec,83.9,60.2,#N/A,#N/A,42,1.0016857,4,73,46,28.83333333,15.66666667,23.7,13.16666667,1089.7,2018/2019,Arid.Partial.2,13
1204,2019,June,Arid,2,Total,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Lebec,83.9,60.2,#N/A,#N/A,34,1.2446206,4,61,41,28.83333333,15.66666667,23.7,13.16666667,1089.7,2018/2019,Arid.Total.2,16
1205,2019,June,Arid,3,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Lebec,83.9,60.2,#N/A,#N/A,13,0.5895476,2,83,3,28.83333333,15.66666667,23.7,13.16666667,1089.7,2018/2019,Arid.Open.3,19
1206,2019,June,Arid,3,Partial,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Lebec,83.9,60.2,#N/A,#N/A,42,1.0016857,4,70,#N/A,28.83333333,15.66666667,23.7,13.16666667,1089.7,2018/2019,Arid.Partial.3,22
1207,2019,June,Arid,3,Total,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Lebec,83.9,60.2,#N/A,#N/A,34,1.2446206,4,89,16,28.83333333,15.66666667,23.7,13.16666667,1089.7,2018/2019,Arid.Total.3,25
1208,2019,June,Arid,1,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Lebec,83.9,60.2,#N/A,#N/A,13,0.5895476,2,52,2,28.83333333,15.66666667,23.7,13.16666667,1089.7,2018/2019,Arid.Open.1,1
1209,2019,June,Intermediate,2,Open,7,7,0,0,0,2.079441542,Loraine,82.4,52.7,0.05,1.27000254,8,0.5895476,2,85,6,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Open.2,11
1210,2019,June,Intermediate,2,Partial,5,5,0,0,0,1.791759469,Loraine,82.4,52.7,0.05,1.27000254,12,0.748017,2,48,2,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Partial.2,14
1211,2019,June,Intermediate,2,Total,6,6,0,0,0,1.945910149,Loraine,82.4,52.7,0.05,1.27000254,23,0.687067,2,85,#N/A,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Total.2,17
1212,2019,June,Intermediate,3,Open,9,9,0,0,0,2.302585093,Loraine,82.4,52.7,0.05,1.27000254,8,0.5895476,2,208,#N/A,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Open.3,20
1213,2019,June,Intermediate,1,Total,1,1,0,0,0,0.693147181,Loraine,82.4,52.7,0.05,1.27000254,23,0.687067,2,138,32,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Total.1,8
1214,2019,June,Intermediate,1,Total,0,0,0,0,0,0,Loraine,82.4,52.7,0.05,1.27000254,23,0.687067,2,138,32,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Total.1,8
1215,2019,June,Intermediate,2,Open,0,0,0,0,0,0,Loraine,82.4,52.7,0.05,1.27000254,8,0.5895476,2,85,6,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Open.2,11
1216,2019,June,Intermediate,2,Partial,7,7,0,0,0,2.079441542,Loraine,82.4,52.7,0.05,1.27000254,12,0.748017,2,48,2,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Partial.2,14
1217,2019,June,Intermediate,2,Total,3,3,0,0,0,1.386294361,Loraine,82.4,52.7,0.05,1.27000254,23,0.687067,2,85,#N/A,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Total.2,17
1218,2019,June,Intermediate,3,Partial,11,10,0,1,0,2.48490665,Loraine,82.4,52.7,0.05,1.27000254,12,0.748017,2,163,#N/A,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Partial.3,23
1219,2019,June,Intermediate,3,Total,14,14,0,0,0,2.708050201,Loraine,82.4,52.7,0.05,1.27000254,23,0.687067,2,177,2,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Total.3,26
1220,2019,June,Intermediate,1,Open,1,1,0,0,0,0.693147181,Loraine,82.4,52.7,0.05,1.27000254,8,0.5895476,2,130,#N/A,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Open.1,2
1221,2019,June,Intermediate,1,Partial,4,4,0,0,0,1.609437912,Loraine,82.4,52.7,0.05,1.27000254,12,0.748017,2,134,8,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Partial.1,5
1222,2019,June,Intermediate,1,Partial,1,1,0,0,0,0.693147181,Loraine,82.4,52.7,0.05,1.27000254,12,0.748017,2,134,8,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Partial.1,5
1223,2019,June,Intermediate,3,Open,4,4,0,0,0,1.609437912,Loraine,82.4,52.7,0.05,1.27000254,8,0.5895476,2,208,#N/A,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Open.3,20
1224,2019,June,Intermediate,3,Partial,18,18,0,0,0,2.944438979,Loraine,82.4,52.7,0.05,1.27000254,12,0.748017,2,163,#N/A,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Partial.3,23
1225,2019,June,Intermediate,3,Total,3,3,0,0,0,1.386294361,Loraine,82.4,52.7,0.05,1.27000254,23,0.687067,2,177,2,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Total.3,26
1226,2019,June,Intermediate,1,Open,2,2,0,0,0,1.098612289,Loraine,82.4,52.7,0.05,1.27000254,8,0.5895476,2,130,#N/A,28,11.5,29.7,16.5,1290.8,2018/2019,Intermediate.Open.1,2
1227,2019,June,Mesic,1,Open,4,4,0,0,0,1.609437912,Chuchupate,80.5,42.9,#N/A,#N/A,48,1.1649914,3,#N/A,29,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Open.1,3
1228,2019,June,Mesic,1,Partial,3,3,0,0,0,1.386294361,Chuchupate,80.5,42.9,#N/A,#N/A,62,1.3021472,4,#N/A,216,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Partial.1,6
1229,2019,June,Mesic,1,Total,3,3,0,0,0,1.386294361,Chuchupate,80.5,42.9,#N/A,#N/A,72,1.1596465,4,#N/A,63,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Total.1,9
1230,2019,June,Mesic,2,Open,2,2,0,0,0,1.098612289,Chuchupate,80.5,42.9,#N/A,#N/A,48,1.1649914,3,#N/A,2,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Open.2,12
1231,2019,June,Mesic,2,Partial,6,6,0,0,0,1.945910149,Chuchupate,80.5,42.9,#N/A,#N/A,62,1.3021472,4,#N/A,16,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Partial.2,15
1232,2019,June,Mesic,2,Total,1,1,0,0,0,0.693147181,Chuchupate,80.5,42.9,#N/A,#N/A,72,1.1596465,4,#N/A,8,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Total.2,18
1233,2019,June,Mesic,3,Open,1,1,0,0,0,0.693147181,Chuchupate,80.5,42.9,#N/A,#N/A,48,1.1649914,3,#N/A,13,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Open.3,21
1234,2019,June,Mesic,3,Partial,4,4,0,0,0,1.609437912,Chuchupate,80.5,42.9,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Partial.3,24
1235,2019,June,Mesic,3,Total,2,2,0,0,0,1.098612289,Chuchupate,80.5,42.9,#N/A,#N/A,72,1.1596465,4,#N/A,18,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Total.3,27
1236,2019,June,Mesic,3,Total,5,5,0,0,0,1.791759469,Chuchupate,80.5,42.9,#N/A,#N/A,72,1.1596465,4,#N/A,18,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Total.3,27
1237,2019,June,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,80.5,42.9,#N/A,#N/A,48,1.1649914,3,#N/A,29,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Open.1,3
1238,2019,June,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,80.5,42.9,#N/A,#N/A,62,1.3021472,4,#N/A,216,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Partial.1,6
1239,2019,June,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,80.5,42.9,#N/A,#N/A,72,1.1596465,4,#N/A,63,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Total.1,9
1240,2019,June,Mesic,2,Open,5,5,0,0,0,1.791759469,Chuchupate,80.5,42.9,#N/A,#N/A,48,1.1649914,3,#N/A,2,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Open.2,12
1241,2019,June,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,80.5,42.9,#N/A,#N/A,62,1.3021472,4,#N/A,16,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Partial.2,15
1242,2019,June,Mesic,2,Total,2,2,0,0,0,1.098612289,Chuchupate,80.5,42.9,#N/A,#N/A,72,1.1596465,4,#N/A,8,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Total.2,18
1243,2019,June,Mesic,3,Open,2,2,0,0,0,1.098612289,Chuchupate,80.5,42.9,#N/A,#N/A,48,1.1649914,3,#N/A,13,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Open.3,21
1244,2019,June,Mesic,3,Partial,6,6,0,0,0,1.945910149,Chuchupate,80.5,42.9,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,26.94444444,6.055555556,37.6,20.88888889,1493.5,2018/2019,Mesic.Partial.3,24
1245,2019,March,Arid,1,Open,0,0,0,0,0,0,Lebec,56.3,37.3,2.17,55.11811024,13,0.5895476,2,52,2,13.5,2.944444444,19,10.55555556,1089.7,2018/2019,Arid.Open.1,1
1246,2019,March,Arid,1,Partial,2,1,1,0,0,1.098612289,Lebec,56.3,37.3,2.17,55.11811024,42,1.0016857,4,74,16,13.5,2.944444444,19,10.55555556,1089.7,2018/2019,Arid.Partial.1,4
1247,2019,March,Arid,1,Total,2,2,0,0,0,1.098612289,Lebec,56.3,37.3,2.17,55.11811024,34,1.2446206,4,68,16,13.5,2.944444444,19,10.55555556,1089.7,2018/2019,Arid.Total.1,7
1248,2019,March,Arid,2,Open,0,0,0,0,0,0,Lebec,56.3,37.3,2.17,55.11811024,13,0.5895476,2,61,6,13.5,2.944444444,19,10.55555556,1089.7,2018/2019,Arid.Open.2,10
1249,2019,March,Arid,2,Partial,6,5,1,0,0,1.945910149,Lebec,56.3,37.3,2.17,55.11811024,42,1.0016857,4,73,46,13.5,2.944444444,19,10.55555556,1089.7,2018/2019,Arid.Partial.2,13
1250,2019,March,Arid,2,Total,1,0,1,0,0,0.693147181,Lebec,56.3,37.3,2.17,55.11811024,34,1.2446206,4,61,41,13.5,2.944444444,19,10.55555556,1089.7,2018/2019,Arid.Total.2,16
1251,2019,March,Arid,3,Open,0,0,0,0,0,0,Lebec,56.3,37.3,2.17,55.11811024,13,0.5895476,2,83,3,13.5,2.944444444,19,10.55555556,1089.7,2018/2019,Arid.Open.3,19
1252,2019,March,Arid,3,Partial,1,1,0,0,0,0.693147181,Lebec,56.3,37.3,2.17,55.11811024,42,1.0016857,4,70,#N/A,13.5,2.944444444,19,10.55555556,1089.7,2018/2019,Arid.Partial.3,22
1253,2019,March,Arid,3,Total,1,1,0,0,0,0.693147181,Lebec,56.3,37.3,2.17,55.11811024,34,1.2446206,4,89,16,13.5,2.944444444,19,10.55555556,1089.7,2018/2019,Arid.Total.3,25
1254,2019,March,Intermediate,1,Open,0,0,0,0,0,0,Loraine,55.7,33.6,4.04,102.6162052,8,0.5895476,2,130,#N/A,13.16666667,0.888888889,22.1,12.27777778,1290.8,2018/2019,Intermediate.Open.1,2
1255,2019,March,Intermediate,1,Partial,0,0,0,0,0,0,Loraine,55.7,33.6,4.04,102.6162052,12,0.748017,2,134,8,13.16666667,0.888888889,22.1,12.27777778,1290.8,2018/2019,Intermediate.Partial.1,5
1256,2019,March,Intermediate,1,Total,0,0,0,0,0,0,Loraine,55.7,33.6,4.04,102.6162052,23,0.687067,2,138,32,13.16666667,0.888888889,22.1,12.27777778,1290.8,2018/2019,Intermediate.Total.1,8
1257,2019,March,Intermediate,2,Open,1,1,0,0,0,0.693147181,Loraine,55.7,33.6,4.04,102.6162052,8,0.5895476,2,85,6,13.16666667,0.888888889,22.1,12.27777778,1290.8,2018/2019,Intermediate.Open.2,11
